pid,feature,category
17-02-20201130-024,"[0.013332583,-0.10898338,-0.040380772,-0.11324426,0.17701073,-0.04991956,0.023757055,-0.06819781,-0.028058646,0.038161293,0.010589485,-0.071428016,0.20216884,0.09762722,0.059571914,0.12461026,0.08842025,-0.070964366,0.020203657,0.11284239,0.047322683,-0.043092787,0.075179674,-0.16261107,0.06493768,-0.056639224,-0.036797613,-0.15845084,0.05147113,-0.17407523,-0.14171238,0.08127301,-0.030278448,0.16749671,0.002838993,-0.017284485,-0.23196101,-0.10563293,0.1561095,-0.03908725,0.07876831,0.030396733,-0.014082843,-0.054604694,-0.029150639,-0.034181017,0.007592697,0.016271926,-0.1424224,0.039296094,-0.053941056,-0.12588625,-0.102059565,-0.007239925,0.09058116,0.054010917,-0.020278215,-0.04258755,0.029430488,-0.16422513,0.017204829,0.06721245,-0.09320464,-0.011797302,-0.024008002,-0.1015317,0.12408068,-0.0501025,-0.01250739,0.039631408,-0.03713871,-0.1740394,0.046398655,0.07423695,-0.025787972,0.003327342,-0.091644846,-0.042838607,0.010106231,-0.117928416,-0.07590912,0.12544525,0.034367204,0.010383239,-0.06855432,-0.06260545,0.099328704,0.08730332,-0.010133795,-0.10281781,-0.03199248,-0.10404772,-0.12764172,-0.16929764,0.014792549,0.027079212,0.099668145,-0.050601944,-0.03920971,0.13453928,0.09807746,0.016185435,-0.063373476,-0.01375004,-0.001456038,0.002284639,-0.064963296,0.16033606,-0.08381431,0.03949431,-0.001362355,0.04360202,-0.09294994,-0.03249623,0.09566368,0.15600622,-0.008610466,0.028080743,-0.09829598,-0.000894042,-0.017816149,-0.12304878,-0.016139958,0.03296198,0.023109693,0.004537526,0.0102972,-0.02217854,-0.182411702]",1
17-02-20201130-025,"[0.04386445,0.022244697,0.20096831,-0.03957619,-0.03771629,-0.06618949,-0.040697686,-0.040884167,-0.15035883,-0.101353034,-0.1502158,0.087930076,-0.027920062,0.29448324,0.17540908,-0.0638257,0.44185778,0.09683586,0.099351324,0.047733564,-0.2282909,0.19393319,0.054762848,-0.13865077,0.18308914,-0.04866726,0.2718585,0.10058881,-0.19770119,-0.38028073,-0.0990424,0.09026417,0.24704503,0.36220595,0.063778654,-0.30632162,-0.13677004,-0.46263716,0.5491358,0.08234939,-0.10098572,0.1285871,-0.33894086,0.051603355,0.097937986,-0.026773054,-0.25882307,0.11135007,-0.031834047,-0.14489862,0.08670898,-0.08559797,-0.62743175,-0.044755094,0.072977565,-0.11083777,0.06341621,-0.097690344,-0.001540022,-0.4144515,-0.07583185,0.2624896,0.11835427,0.013071107,-0.25651398,0.023599569,-0.14077157,0.008902873,-0.001928724,0.054395217,-0.2896057,-0.10142533,0.009888722,-0.14928995,0.09399718,0.17333406,-0.17010348,-0.22141314,-0.012874284,0.1527188,-0.18431242,0.22306062,0.15679505,-0.081970945,0.14807743,-0.07822185,0.087066576,0.026706835,-0.03910798,0.19403894,0.04867568,-0.17172827,-0.39658746,-0.40147722,0.0564079,0.058859207,0.5149848,-0.20735823,-0.006880557,0.1615558,-0.007850094,-0.037851326,0.14124115,-0.19698781,0.017578801,-0.17861666,-0.06747912,0.20076972,-0.32407802,0.29888073,-0.040564016,-0.19216588,0.10420454,0.13229322,0.35401347,0.50389594,-0.13086207,-0.16634464,0.118129164,-0.06266657,0.10342881,-0.289164,0.11424739,0.29256976,0.10960703,0.1929045,-0.2117747,0.14256145,-1.51980935]",0
17-02-20201203-026,"[0.24533056,0.034154564,0.4546228,-0.48122138,-0.21461335,-0.035820685,-0.005860567,-0.107742004,-0.23968093,-0.32894602,-0.42263046,0.09589837,0.2569525,0.51421654,0.14580774,-0.091184825,0.84085083,0.44771257,0.20619649,0.25763467,-0.6621994,0.33268744,0.19542944,-0.18389867,0.45516625,0.03077744,0.33360368,0.030752337,-0.35673034,-0.6811563,-0.06839098,0.27653617,0.48850387,0.54845244,0.25268832,-0.30693984,-0.11149155,-0.86918825,1.1814444,0.02835378,-0.01692573,-0.063693345,-0.8778644,0.28884146,0.27665627,-0.11515359,-0.58639324,-0.00910293,0.23947626,-0.49804935,0.096158236,-0.14830625,-1.0461073,0.078646414,0.097064964,-0.11338069,0.10844596,-0.4316713,-0.030148653,-0.95622826,-0.10064526,0.32028747,0.49534363,0.09950614,-0.55351293,0.07415319,-0.10766139,0.035106603,0.1923728,-0.05215672,-0.6767676,-0.11662517,-0.08856606,0.011940328,0.1426951,0.52282095,-0.3694218,-0.35502788,0.14821441,0.13416241,-0.21265078,0.53189474,0.08785008,0.091300786,0.12619531,-0.17600368,0.11204785,0.08050949,0.2314625,0.6600737,0.3536859,-0.15406318,-0.69936645,-0.8478623,0.007905034,-0.13822785,0.88870317,-0.47673613,-0.024674214,0.23146464,0.06432136,-0.06944521,-0.1402287,-0.22929235,-0.025297964,-0.36494392,-0.0925347,0.31628087,-0.44770476,0.6154324,0.016411213,-0.3765055,0.25276798,0.21491311,0.7915382,0.90066624,-0.53470445,-0.42663574,0.5489924,-0.01173226,0.21621451,-0.47073385,0.27587733,0.43085632,0.21498086,0.28620726,-0.35875097,0.26562452,-0.811775301]",0
17-02-20201203-027,"[-0.031480733,-0.09563176,-0.06964302,-0.11674341,0.2117169,0.015877958,0.006736819,-0.05115702,-0.003565868,0.0753241,0.086679414,-0.0878332,0.24895935,0.08626539,0.00151815,0.2074939,0.018233765,-0.19344595,-0.04443569,0.11806064,0.10011863,-0.12774676,0.04594869,-0.0902406,-0.019207804,-0.062101677,-0.14318758,-0.14546163,0.053281445,-0.05499939,-0.16233496,0.05289471,-0.114907935,0.028947465,-0.075343534,0.09046339,-0.22795744,0.014486297,0.054259766,-0.010350603,0.103953026,0.02204359,0.10685227,-0.09320566,-0.056290325,0.056553677,0.12892814,0.011844025,-0.10960296,0.115314044,-0.039810747,-0.12961945,0.032166917,-0.025717294,0.03656492,0.170195,-0.040697113,0.023703313,0.03203225,-0.08714828,0.11489077,-0.004085966,-0.17623855,-0.03365606,0.038136486,-0.037789084,0.19194195,-0.07103004,0.005406477,0.062454965,0.010958361,-0.2342965,0.10001906,0.12791634,0.033513695,-0.092519835,-0.08862127,0.04137508,0.06915245,-0.06104244,0.031415775,0.011260267,0.03269711,0.033656053,-0.16784477,0.022268603,0.13174155,0.13612916,-0.046322234,-0.16432028,-0.07538858,-0.066943906,-0.014721349,-0.04214189,0.002599884,-0.001858602,-0.041565694,-0.001172556,-0.05780556,0.107208215,0.11884113,0.11503874,-0.097405404,0.01752905,-0.053117603,0.057535686,-0.03452877,0.06687642,0.030973563,-0.035141397,-0.027875273,-0.012552328,-0.12899706,-0.000627976,-0.045800634,0.054151677,0.005525249,0.04934267,-0.18198231,0.056422904,-0.079696655,-0.074003905,-0.04633546,-0.09959111,-0.033092085,0.013193419,0.05589939,-0.011795355,0.368281447]",1
17-02-20201204-028,"[-0.07204756,-0.13777938,-0.12659873,-0.19018044,0.34945717,-0.031162187,-0.022591826,-0.007276694,0.061358094,0.10700199,0.12742518,-0.10319598,0.46455345,0.065337576,0.013945841,0.2676288,0.000531822,-0.22759683,0.005125698,0.16998318,0.067340665,-0.14553809,0.13209519,-0.12951757,0.017376965,-0.097519845,-0.23371509,-0.21186048,0.19274527,-0.08420944,-0.18967713,0.08500434,-0.11636262,0.03489479,-0.09561433,0.13418634,-0.2930616,0.041681815,0.05063042,0.007831675,0.07585348,0.038312327,0.1651258,-0.079317175,-0.07577946,0.03234253,0.16399425,0.002321729,-0.13448378,0.11121776,-0.098672576,-0.22209248,0.20331816,0.07871193,0.052258704,0.23437268,-0.033232145,0.005169436,0.06104438,-0.09441923,0.0853216,0.004179878,-0.14267597,-0.018996438,0.03913897,-0.050638326,0.25417224,-0.14601095,-0.012753723,0.068271145,-0.008629084,-0.3045211,0.08745542,0.17304143,-0.052087184,-0.07379235,-0.05937442,0.054672156,0.0710023,-0.19054604,-0.005964096,0.014537856,-0.000999322,0.07566401,-0.21078,-0.000373241,0.16330737,0.15787838,0.01679898,-0.31572348,-0.02097348,-0.058579754,0.043875434,-0.09237253,-0.008599708,-0.0705902,-0.029707037,0.10823946,-0.042732865,0.004282376,0.19253615,0.12789342,-0.0793999,0.040633254,-0.14229171,0.07728729,-0.037127268,0.057559103,0.08463339,-0.10080476,-0.05834046,0.06885182,-0.17780963,-0.016532915,-0.057854407,0.010992182,0.050562073,0.069056965,-0.14291435,0.11742003,-0.057801593,-0.070414856,0.011825977,-0.061445452,-0.006167858,0.009315955,0.15709998,-0.10605018,-0.182411702]",1
17-02-20201204-031,"[0.03843785,-0.06671928,0.11263133,-0.047319327,0.08333497,0.008914533,0.056156676,0.01897841,-0.038177423,-0.035415843,0.003304044,0.09193929,0.107616864,0.19904944,0.08136805,4.74E-05,0.26106426,0.008910732,0.095551535,0.015723169,-0.08994166,0.033336062,0.11449361,-0.13934067,0.09660379,-0.079811655,0.0732886,-0.07141948,-0.081808425,-0.17025563,-0.01892276,0.058981188,0.10601784,0.23017927,0.03312827,-0.045313627,-0.10571595,-0.23945265,0.26467133,0.09504953,0.041089755,0.052132476,-0.11897383,0.04238134,0.00535809,0.015256867,-0.04206433,0.052089836,-0.14079523,-0.06776671,0.030051127,-0.08415665,-0.23072867,0.030744763,0.048438642,-0.07570717,-0.000287264,-0.090776324,-0.00662012,-0.2665801,-0.044444636,0.20299563,0.027053123,-0.049653433,-0.0797031,-0.043391585,-0.11682007,-0.09577017,0.04470364,0.0093607,-0.0825451,-0.12892577,-0.026878033,-0.029957224,0.0536029,0.062082957,-0.049518675,-0.16478142,0.001129522,-0.044866346,-0.119819224,0.07592863,-0.0648542,0.005954977,0.029957987,-0.042482223,0.11062882,0.018813374,-0.054790832,-0.02190304,-0.004455324,-0.07341257,-0.16868785,-0.2597515,0.06318169,-0.04834392,0.2519653,-0.21010272,-0.02145869,0.15279308,0.08233575,0.016137948,0.040464096,-0.12390376,-0.028460564,-0.03871639,-0.03622775,0.22702639,-0.14501964,0.1643447,-0.098357596,-0.085724935,-0.020411223,0.07014572,0.14273126,0.23530793,-0.004443337,-0.082990356,-0.030214984,-0.028348485,0.0736925,-0.1097541,0.07405118,0.12520713,0.033663664,0.08280388,-0.062380373,0.00143845,0.446951896]",0
17-02-20201204-032,"[0.27217236,-0.06054528,0.38650915,-0.5329441,-0.3755957,0.1528549,0.013573751,-0.031161763,-0.28069434,-0.3112806,-0.27316704,0.19858114,0.2819232,0.47538725,0.21123503,0.011212878,0.8886026,0.48630977,0.34580806,0.22639869,-0.72657925,0.4945714,0.17310943,-0.012647438,0.5148805,-0.07476603,0.35960233,0.14915189,-0.42309213,-0.5705632,0.0390331,0.2158125,0.39860296,0.56287265,0.19197309,-0.1468195,0.006018243,-0.7809661,1.1040263,0.055282608,0.13747582,-0.047461938,-0.7651471,0.19401132,0.2571897,-0.027369896,-0.5283498,0.06917332,0.2163078,-0.49789247,0.16268472,0.06378026,-0.9876816,0.16387738,-0.076472156,-0.180647,0.10438377,-0.5047896,0.02371295,-0.83603156,-0.12317565,0.212345,0.30057913,0.16015354,-0.4872565,0.018163253,-0.27378556,-0.11240688,0.114704266,-0.024617337,-0.6895212,-0.07406192,-0.13758498,-0.001509654,0.015241291,0.6461347,-0.33772793,-0.4276556,0.19574991,0.021015005,-0.22200757,0.59166414,0.1379151,0.12490854,0.033279292,-0.15810394,0.17018025,0.19399357,0.26105034,0.5785796,0.22223759,-0.1369342,-0.71612126,-0.7814216,0.09649711,-0.15029712,0.8245115,-0.63513654,0.09375056,0.30074832,0.17685464,-0.075477704,-0.17530952,-0.140726,0.059676394,-0.43608353,0.05167056,0.3140344,-0.4461158,0.5290567,-0.015013741,-0.32198724,0.30080956,0.1485134,0.7506361,0.68846565,-0.5457314,-0.33715782,0.60105133,-0.22784607,0.3207058,-0.4767621,0.3058701,0.43472767,0.1358356,0.44073814,-0.5491442,0.190321,0.997645045]",0
17-02-20210105-092,"[-0.029049907,-0.07334463,0.00117801,-0.10556959,0.21498203,-0.04630537,-0.039072268,-0.07027405,0.02526846,0.035042077,0.026569491,-0.011277988,0.28164285,0.18238238,0.030815773,0.24438535,0.15393408,-0.16885458,0.059816487,0.058298085,-0.006355415,-0.015210837,0.12514637,-0.118320405,0.03622713,-0.084155105,-0.08439047,-0.06054454,-0.045680653,-0.14422059,-0.041856103,0.10546358,-0.030971555,0.10687433,-0.101102844,-0.00710861,-0.278998,-0.11536555,0.10321676,0.017805912,-0.05565965,0.012849547,0.013204612,0.030976567,-0.06090531,0.03305899,0.091447346,0.042830445,-0.019302972,0.049888194,-0.07694626,-0.168926,-0.022169068,0.08512475,0.020417875,0.10134786,0.053367384,-0.035778396,-0.015411509,-0.18681253,0.071148165,0.1078956,-0.028321646,-0.002969489,0.015499922,-0.029369324,0.10377581,-0.023286251,-0.011899494,0.021816647,-0.061227355,-0.30396396,0.053761214,0.031581383,0.059924435,0.05271698,-0.046092946,-0.09076401,0.03923485,-0.07537474,-0.018633204,0.06497802,-0.014170114,0.025989432,0.007951908,-0.00140166,0.15655969,0.06898061,-0.002238281,-0.0911152,-0.06917029,-0.14037015,-0.11342584,-0.10783512,0.0530997,-0.01167834,0.062261954,-0.04631692,-0.04163801,0.12460068,0.12075728,0.0739771,-0.004158987,-0.043413922,-0.09706333,0.02182137,0.054980695,0.1955448,-0.03154821,0.006508794,-0.07030333,0.013169846,-0.10803705,0.003565563,0.034243576,0.031560656,0.015720326,0.036666103,-0.09541786,0.0603989,-0.034467727,-0.09311111,0.05790829,0.047548503,0.077298306,0.001112166,0.027423942,-0.045774408,-0.811775301]",1
17-02-20210105-093,"[0.061468843,-0.09267537,0.20112795,-0.3496691,-0.19828519,0.057704665,-0.004312679,-0.09391098,-0.17667076,-0.27009887,-0.24455929,0.14292413,0.21661125,0.40522772,0.18581003,0.047854815,0.46081534,0.22366212,0.24057668,0.11858857,-0.43500453,0.3505931,0.1941082,-0.087920696,0.37526175,-0.055119343,0.22458042,0.012379734,-0.29767513,-0.5303994,-0.03385029,0.11868464,0.3581303,0.3954871,0.09785502,-0.18198657,-0.06492449,-0.47220975,0.8258213,0.07662657,0.13012528,0.016078342,-0.50189394,0.096825905,0.23281418,-0.012919555,-0.40550125,0.012358469,0.13167368,-0.29707643,0.14145543,-0.042151075,-0.67158633,0.055272788,0.026050594,-0.12514603,0.08810222,-0.3551296,0.002015466,-0.6164235,-0.02854144,0.2050086,0.26741868,0.09879477,-0.40804386,-0.030823305,-0.085679315,0.03778183,0.15452898,0.036833193,-0.49133015,-0.06224774,-0.10316951,0.021376844,0.025959685,0.46366945,-0.25606364,-0.258997,0.136461,-0.046262205,-0.23364042,0.36789426,0.13606955,0.05021555,0.024465673,-0.16165532,0.11665652,0.017930897,0.097230755,0.3530963,0.16847298,-0.10611213,-0.3907277,-0.53169316,0.10536778,0.006913243,0.60315526,-0.3461172,0.06556154,0.24715067,0.09206167,-0.033543173,-0.040260628,-0.21154304,-0.04192862,-0.2776636,0.0021912,0.26872495,-0.31078002,0.39850253,0.08202415,-0.2755859,0.1896428,0.12322631,0.6115505,0.6272066,-0.38691375,-0.2181086,0.3062632,-0.09367964,0.26405013,-0.25132638,0.22971167,0.30776098,0.17957978,0.29715088,-0.31916928,0.101690345,-0.575763952]",0
17-02-20210105-094,"[0.036012687,0.006344726,0.2309274,-0.08730382,-0.06634146,-0.038896568,-0.06682402,-0.12610045,-0.10934721,-0.05402403,-0.19553024,0.11981346,0.052215025,0.39258853,0.14466642,-0.09619205,0.48651716,0.14214902,0.13848701,0.12824483,-0.25455302,0.088766836,0.06754246,-0.19220142,0.16975185,0.009861467,0.25558865,0.0462211,-0.29220483,-0.41904086,-0.07939085,0.12066418,0.26899278,0.37238067,0.08730516,-0.2916677,-0.16199982,-0.5321952,0.63767487,0.007360601,-0.024022907,0.123993754,-0.39627096,0.05330994,0.108903214,-0.091776125,-0.30964625,0.06945733,-0.05713768,-0.20889275,0.07891541,-0.1140158,-0.6577886,-0.017301733,0.09987249,-0.14195402,0.07872594,-0.15442368,0.0100848,-0.43617502,-0.11732544,0.30236912,0.1796653,-0.009531034,-0.26444748,-0.023136627,-0.07747479,0.06268289,0.1011122,0.039079856,-0.29992008,-0.09093123,0.039821945,-0.15054977,0.06992796,0.23982525,-0.20710176,-0.27721027,-0.048651733,0.1421964,-0.22580297,0.2710813,0.098445065,-0.00364759,0.151957,-0.014473069,0.06221459,0.016352333,0.03116604,0.30596918,0.07233441,-0.08263741,-0.4292085,-0.41955763,0.05059477,0.06389469,0.52440333,-0.30534297,-0.03410496,0.17755212,0.02091938,-0.005271835,0.09239937,-0.17927766,0.08258356,-0.10753074,-0.08607756,0.312113,-0.36411127,0.35979232,-0.08734545,-0.23039417,0.13128285,0.066352434,0.44819906,0.5878583,-0.1941074,-0.24654129,0.16409284,-0.060680583,0.12645689,-0.30179027,0.14125542,0.3113353,0.066681765,0.1189008,-0.20641297,0.109304726,-1.283798]",0
17-02-20210106-095,"[0.114909515,-0.048013605,0.30857393,-0.5239462,-0.21309954,0.07039832,0.005384207,-0.080337815,-0.13101733,-0.2751427,-0.29611373,0.16774915,0.2285771,0.4598241,0.16651715,0.030693727,0.6438066,0.17251162,0.26270184,0.17713839,-0.5275993,0.31127593,0.172727,-0.10259617,0.27996686,-0.008950349,0.22619085,0.051930178,-0.34201428,-0.48976058,0.038236424,0.14850602,0.4276998,0.43887022,0.1662091,-0.17789641,-0.103264816,-0.6087973,0.9204553,-0.004807501,0.06259761,-0.009619426,-0.5209664,0.15041566,0.19787996,-0.10385337,-0.48271263,-0.0629645,0.024367118,-0.31301975,0.09679936,-0.12388108,-0.8006062,0.1510114,-0.040213116,-0.13161215,0.04483419,-0.4304305,-0.013883324,-0.72406757,-0.23576413,0.20431557,0.39829695,0.087165415,-0.34068325,0.01616079,-0.15753135,-0.02090825,0.22351971,-0.010552742,-0.5228976,-0.065515704,-0.055231296,0.013792393,0.027972784,0.46650404,-0.18446833,-0.393869,0.10164447,-0.061340455,-0.1871488,0.4272606,0.15896127,0.039692648,0.086436495,-0.095533274,0.18087038,-0.006429909,0.12964237,0.3366776,0.20603874,-0.11059103,-0.44963562,-0.67539066,0.09158253,-0.073609054,0.65870196,-0.441037,0.011467492,0.22158346,0.14784881,-0.062450387,-0.1541071,-0.16530481,0.09985921,-0.25760368,-0.00739509,0.3506464,-0.34385034,0.62541467,0.030588372,-0.22680223,0.22375965,0.07739265,0.6500941,0.7071229,-0.43220395,-0.20417234,0.33067957,-0.21984687,0.1535023,-0.4054754,0.1979852,0.39304796,0.16479623,0.27588636,-0.3482411,0.15983655,0.210940547]",0
17-02-20210106-096,"[0.02868702,0.042329535,0.14119886,-0.006755169,-0.03326597,0.01400574,0.008653887,-0.006604484,-0.13355778,-0.11841026,-0.13663828,0.040613633,0.019845834,0.2568592,0.1333822,-0.05854268,0.34774855,0.09325268,0.11104385,0.067802854,-0.16930571,0.12810022,0.08110292,-0.12454386,0.19106942,-0.06589368,0.22080189,0.080175385,-0.19569892,-0.35456845,-0.059902743,0.12411602,0.20322552,0.3178045,0.050349474,-0.23088701,-0.16376057,-0.38532674,0.48901638,0.040325247,-0.03556042,0.08782224,-0.30109173,0.018870685,0.13844335,-0.05256148,-0.22660822,0.048736937,-0.0389678,-0.10372772,0.053024597,-0.11992287,-0.5051808,-0.08077525,0.046472218,-0.115753844,0.045407757,-0.106907636,0.022458946,-0.42262086,-0.0705913,0.27620906,0.07609344,-0.030841729,-0.24637052,-0.019652426,-0.04254072,-0.009177585,-0.003531821,0.05653905,-0.22920653,-0.074355915,0.025884015,-0.12430668,0.07282284,0.20102149,-0.1702699,-0.17900696,-0.018404275,0.055691656,-0.099959895,0.17330515,0.076332815,-0.000739884,0.080634706,-0.07937741,0.10281772,0.018505426,0.014535771,0.2381378,0.047216102,-0.13190842,-0.38302898,-0.30302346,0.062804475,0.029077733,0.39058968,-0.18879493,-0.051423237,0.13876253,0.007468278,-0.04229004,0.06080284,-0.13605094,0.026054522,-0.18246561,-0.049206574,0.20116377,-0.2910978,0.2149176,-0.003566025,-0.18054028,0.089225,0.066136114,0.31402603,0.4889726,-0.15924074,-0.18251026,0.08162226,-0.017298603,0.12693599,-0.23912327,0.08423737,0.26737353,0.076415785,0.14958021,-0.18228835,0.080363005,-1.834491149]",0
17-02-20210106-097,"[0.17048904,0.16469198,0.6581334,-0.54843116,-0.54591113,-0.070645906,-0.11505708,-0.42100793,-0.31580856,-0.4565688,-0.8362436,0.20332938,0.3983986,0.85896945,0.29864073,-0.19120048,1.3507766,0.86112624,0.49458858,0.39427805,-1.1472161,0.56662136,0.24462755,-0.27562615,0.9818973,0.058767416,0.7043529,0.025107553,-0.7113849,-1.2450525,-0.17760584,0.16505477,0.8322099,1.085697,0.3695656,-0.7614879,-0.29422072,-1.5211953,1.9305677,0.016158387,0.11778753,0.06686738,-1.520577,0.4307418,0.40370414,-0.19941516,-1.0294108,0.20377283,0.3265874,-0.9385553,0.2145732,-0.205403,-1.7748088,0.004673941,0.05008964,-0.38136587,0.3733127,-0.68026596,-0.21630512,-1.3876212,-0.1431876,0.47097164,0.88238037,0.2307275,-0.95499927,0.10323937,-0.0936439,0.16334692,0.14177817,-0.24832925,-1.292019,-0.04087726,-0.35558417,-0.056639377,0.18656532,1.0827601,-0.35795236,-0.68568736,0.11816397,0.38822007,-0.24813874,0.8837561,0.2619328,0.155251,0.19328889,-0.04051407,0.18074061,0.15595777,0.29342467,1.0799876,0.66175985,-0.15467905,-1.1528978,-1.3252659,0.07112696,-0.31560466,1.5197667,-0.7486928,-0.04509303,0.39093664,0.09577411,-0.17612273,0.21684028,-0.42022258,0.074779496,-0.40322065,0.01284676,0.51334774,-1.0765595,0.9492496,-0.06350747,-0.7237877,0.5023042,0.45923302,1.2957755,1.3335706,-0.9648302,-0.54599726,1.063327,-0.09151043,0.42846444,-0.72034395,0.43789077,0.7668592,0.3346381,0.6291187,-0.6678055,0.089007944,-1.205127551]",0
17-02-20210108-098,"[-0.026338648,-0.048299327,-0.1369484,-0.100249365,0.2208662,-0.024471838,0.012035448,-0.055394925,0.00388654,0.026350351,0.04671203,-0.12056092,0.23894733,0.03715703,-0.017579362,0.18460831,0.021984011,-0.18078946,-0.020865638,0.11741402,0.1100013,-0.11697359,0.073541835,-0.08717598,-0.055268034,-0.13004214,-0.14907555,-0.14421311,0.12982416,-0.06774123,-0.16629952,0.034000173,-0.107070796,0.06550409,-0.07981108,0.05164817,-0.2459545,-0.011341849,0.016798692,-0.015449247,0.09431089,0.010994032,0.09122082,-0.08728715,-0.02310748,-0.012214037,0.11070268,0.04926671,-0.09881878,0.088309824,-0.059520602,-0.1525452,0.026535818,-0.020377552,0.02293859,0.16423976,-0.012803751,0.039350566,0.075617075,-0.07135363,0.04419812,0.010612642,-0.1906475,0.009067817,0.0611413,-0.082555234,0.19353098,-0.07907993,0.05987973,0.05238394,0.05965477,-0.20231363,0.06733085,0.13934408,0.026213456,-0.10603605,-0.064206004,0.05440469,0.035860386,-0.089854255,0.038262013,0.051469337,-0.018490307,0.045977544,-0.18109232,0.036896307,0.10050672,0.17928658,-0.048997495,-0.21014784,-0.11940442,-0.07463544,-0.017313274,-0.04737556,-0.009979552,-0.019841772,0.003748652,0.039359257,-0.060818925,0.05959899,0.14696974,0.07211469,-0.10872961,0.0228014,-0.012025532,0.056016475,-0.04973871,0.053893812,0.045456044,-0.023744853,-0.03252133,0.00655506,-0.12834623,-0.048445866,0.00113002,0.04480906,0.013282976,0.028516546,-0.20004764,0.03509762,-0.04426381,-0.10516147,-0.06658652,-0.082288206,-0.045089275,0.010156136,0.08022586,-0.015316994,-0.025070803]",1
17-02-20210108-099,"[-0.05754823,-0.11008623,-0.02539951,-0.14350323,0.18557358,0.001457789,0.004237514,-0.04194551,-0.008008754,0.081179395,-0.006149638,-0.0735628,0.25166887,0.088236526,0.044695392,0.17537959,0.12880479,-0.10862918,0.102887236,0.14451006,-0.005943296,-0.027075749,0.064900026,-0.2251829,0.08629342,-0.08610307,-0.06947046,-0.16228032,0.004970443,-0.21274675,-0.16507605,0.03346967,-0.03649148,0.20924233,-0.005953476,-0.00498542,-0.2873663,-0.19981493,0.21451859,0.028689846,0.057765305,0.024211653,-0.036117353,-0.070503466,-0.044608265,-0.06792013,-0.017390206,0.073663235,-0.111387886,-0.022055663,-0.07998049,-0.19216846,-0.15183793,-0.033465914,0.046151787,0.07815353,0.017624535,-0.015978688,0.04086736,-0.23342799,-0.05660771,0.08952724,-0.12084986,0.043322824,-0.07495922,-0.1210731,0.1842908,-0.078133255,0.07776678,0.08154173,-0.07489074,-0.23952599,-0.015288455,0.11913758,0.019510718,0.023375057,-0.051647373,-0.001363708,0.007094062,-0.09738734,-0.08584874,0.16260925,0.056296006,-0.04779275,-0.107947655,-0.0867463,0.13924974,0.21298029,-0.01929032,-0.13078693,-0.038045242,-0.09718679,-0.17333725,-0.1810067,-0.008940324,-0.06663266,0.15606387,-0.033600815,-0.009073244,0.09785021,0.170132,0.07080924,-0.014072971,0.00159195,-0.044732008,0.023836063,-0.04779965,0.19377653,-0.055289716,0.11724803,-0.020440111,0.059641995,-0.078486025,-0.04576786,0.1635883,0.17329071,0.034051128,-0.070007235,-0.10746429,-0.017082643,-0.004349312,-0.19480214,-0.021641212,0.08766915,0.010814483,0.027471287,-0.002157157,-0.03445469,-0.182411702]",1
17-02-20210108-100,"[0.3551874,0.005964888,0.51222163,-1.0037513,-0.32504988,0.047985572,0.065201625,-0.161876,-0.2500674,-0.52303714,-0.72251856,0.22308484,0.502044,0.65925,0.13210388,-0.036485944,1.1860346,0.53104955,0.49513826,0.47923708,-0.97864354,0.5387853,0.22725041,-0.13998981,0.78462744,0.09756627,0.41208985,0.03334326,-0.53855985,-0.92032754,0.006897407,0.19411878,0.56784767,0.6874809,0.3140676,-0.17748845,-0.21389079,-1.0935667,1.589382,0.04373589,0.039940543,-0.22677022,-1.0660454,0.31763133,0.3209398,-0.1751197,-0.88063616,0.009007772,0.3961584,-0.6601878,0.14108191,-0.14429712,-1.435231,0.30113965,-0.120374024,-0.1359241,0.09370049,-0.6818388,-0.22423989,-1.2296501,-0.28085774,0.16725285,0.71234953,0.28085265,-0.59909356,0.10965769,-0.15144426,0.022571193,0.35693038,-0.2232826,-0.9423098,-0.10101934,-0.25335822,0.17298457,0.1125361,0.85834813,-0.2545049,-0.4829211,0.33059478,-0.09238307,-0.12635396,0.91315097,0.13815272,0.18240511,0.041670732,0.009714078,0.20474902,0.1293045,0.35627174,0.7964767,0.38841742,-0.15796219,-1.0357709,-1.1734563,-0.04660414,-0.22186954,1.0705739,-0.6430916,0.074432835,0.2500003,0.28975445,-0.049637668,-0.31859747,-0.21813452,0.008796006,-0.38313836,0.03276325,0.45787704,-0.5591831,0.8550667,0.11009817,-0.48213258,0.35891953,0.18875903,1.199812,1.0000414,-0.71758443,-0.47214437,0.7984335,-0.11297085,0.25284165,-0.7082305,0.4207181,0.3902305,0.29005057,0.4489323,-0.49063903,0.29033697,0.289610997]",0
